MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D002,Taungoo,တောင်ငူ,MMR007013,Oktwin,အုတ်တွင်း
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D002,Taungoo,တောင်ငူ,MMR007014,Htantabin,ထန်းတပင်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D001,Pyay,ပြည်,,,
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D001,Pyay,ပြည်,MMR008001,Pyay,ပြည်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D001,Pyay,ပြည်,MMR008002,Paukkhaung,ပေါက်ခေါင်း
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D001,Pyay,ပြည်,MMR008003,Padaung,ပန်းတောင်း
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D001,Pyay,ပြည်,MMR008004,Paungde,ပေါင်းတည်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D001,Pyay,ပြည်,MMR008005,Thegon,သဲကုန်း
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D001,Pyay,ပြည်,MMR008006,Shwedaung,ရွှေတောင်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,,,
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008007,Thayarwady,သာယာဝတီ
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008008,Letpadan,လက်ပံတန်း
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008009,Minhla,မင်းလှ
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008010,Okpho,အုတ်ဖို
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008011,Zigon,ဇီးကုန်း
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008012,Nattalin,နတ်တလင်း
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008013,Monyo,မိုးညို
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR008D002,Thayarwady,သာယာဝတီ,MMR008014,Gyobingauk,ကြို့ပင်ကောက်
MM-03,MMR009,MGY,Magway,မကွေး,,,,,,
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D001,Magway,မကွေး,,,
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D001,Magway,မကွေး,MMR009001,Magway,မကွေး
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D001,Magway,မကွေး,MMR009002,Yenangyaung,ရေနံချောင်း
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D001,Magway,မကွေး,MMR009003,Chauk,ချောက်
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D001,Magway,မကွေး,MMR009004,Taungdwingyi,တောင်တွင်းကြီး
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D001,Magway,မကွေး,MMR009005,Myothit,မြို့သစ်
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D001,Magway,မကွေး,MMR009006,Natmauk,နတ်မောက်
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D002,Minbu,မင်းဘူး,,,
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D002,Minbu,မင်းဘူး,MMR009007,Minbu,မင်းဘူး
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D002,Minbu,မင်းဘူး,MMR009008,Pwintbyu,ပွင့်ဖြူ
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D002,Minbu,မင်းဘူး,MMR009009,Ngape,ငဖဲ
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D002,Minbu,မင်းဘူး,MMR009010,Salin,စလင်း
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D002,Minbu,မင်းဘူး,MMR009011,Sidoktaya,စေတုတ္ထရာ
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D003,Thayet,သရက်,,,
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D003,Thayet,သရက်,MMR009012,Thayet,သရက်
MM-03,MMR009,MGY,Magway,မကွေး,MMR009D003,Thayet,သရက်,MMR009013,Minhla,မင်းလှ
